                  epoch,         train/box_loss,         train/cls_loss,         train/dfl_loss,   metrics/precision(B),      metrics/recall(B),       metrics/mAP50(B),    metrics/mAP50-95(B),           val/box_loss,           val/cls_loss,           val/dfl_loss,           val/ave_loss,                   mIOU,         train/ave_loss,                 sigma1,                 sigma2,                 lr/pg0,                 lr/pg1,                 lr/pg2,                 lr/pg3
                    107,                 0.9394,                0.63145,                 1.1291,                0.90511,                0.86357,                0.92932,                0.73458,                 0.9476,                0.58435,                 1.1196,                0.00909,                0.75584,              0.0040689,                 10.675,               0.083984,             0.00050077,             0.00050077,             0.00050077,             0.00050077
                    108,                0.94208,                0.61834,                 1.1328,                0.89657,                0.87274,                0.92327,                0.71905,                0.93302,                0.58723,                 1.1214,                0.00814,                0.76006,              0.0042166,                 10.675,               0.083984,             0.00048976,             0.00048976,             0.00048976,             0.00048976
                    109,                0.94553,                0.62709,                  1.131,                0.87082,                0.89207,                0.92257,                0.72534,                0.94364,                0.57328,                 1.1189,                0.00878,                   0.75,              0.0038644,                 10.675,               0.083984,             0.00047876,             0.00047876,             0.00047876,             0.00047876
                    110,                0.94114,                0.61307,                 1.1276,                 0.8912,                0.86276,                0.92511,                0.73721,                0.93475,                0.57428,                 1.1107,                0.01188,                0.74777,              0.0036876,                 10.675,               0.083984,             0.00046776,             0.00046776,             0.00046776,             0.00046776
                    111,                0.93132,                0.60916,                 1.1253,                0.88844,                0.87048,                0.92385,                0.72295,                0.93418,                0.56714,                 1.1143,                0.00872,                 0.7527,              0.0035355,                 10.675,               0.083984,             0.00045676,             0.00045676,             0.00045676,             0.00045676
                    112,                 0.9427,                0.61466,                 1.1319,                0.89339,                0.86848,                0.93428,                0.73729,                0.93735,                0.56191,                 1.1182,                0.00983,                0.75541,              0.0035662,                 10.675,               0.083984,             0.00044576,             0.00044576,             0.00044576,             0.00044576
                    113,                0.92319,                0.60643,                 1.1258,                0.89383,                0.87619,                0.93051,                0.73953,                0.94419,                0.55828,                  1.122,                0.00922,                0.75214,              0.0034599,                 10.675,               0.083984,             0.00043475,             0.00043475,             0.00043475,             0.00043475
                    114,                0.93898,                0.61489,                 1.1258,                0.89001,                0.86778,                0.92379,                0.73007,                0.93903,                0.57623,                 1.1082,                0.00827,                0.74406,              0.0035254,                 10.675,               0.083984,             0.00042375,             0.00042375,             0.00042375,             0.00042375
                    115,                0.93352,                0.61116,                 1.1221,                0.88648,                0.88275,                0.93122,                0.73238,                0.93646,                0.56922,                 1.1211,                0.00897,                0.74191,               0.003686,                 10.675,               0.083984,             0.00041275,             0.00041275,             0.00041275,             0.00041275
                    116,                0.92128,                0.60146,                 1.1194,                0.89867,                0.87994,                0.93366,                 0.7428,                0.91713,                0.55023,                 1.1065,                0.00767,                0.75868,              0.0035545,                 10.675,               0.083984,             0.00040175,             0.00040175,             0.00040175,             0.00040175
                    117,                0.92568,                0.61681,                 1.1166,                0.87833,                0.89109,                0.93009,                0.73668,                0.92641,                0.55492,                 1.1134,                 0.0068,                0.75972,              0.0037876,                 10.675,               0.083984,             0.00039074,             0.00039074,             0.00039074,             0.00039074
                    118,                0.92355,                0.61241,                 1.1198,                0.90538,                0.85159,                0.93008,                0.73867,                0.93205,                0.56696,                 1.1072,                0.00846,                0.75633,               0.003662,                 10.675,               0.083984,             0.00037974,             0.00037974,             0.00037974,             0.00037974
                    119,                0.92715,                0.60212,                  1.115,                0.90529,                0.87924,                0.92999,                0.73823,                0.92564,                0.56322,                 1.1098,                0.00903,                0.75425,              0.0034322,                 10.675,               0.083984,             0.00036874,             0.00036874,             0.00036874,             0.00036874
                    120,                0.92218,                 0.5982,                   1.12,                0.90487,                0.84808,                0.92165,                0.72494,                0.93944,                0.58759,                 1.1064,                  0.008,                0.75449,               0.003685,                 10.675,               0.083984,             0.00035774,             0.00035774,             0.00035774,             0.00035774
                    121,                0.91065,                0.59211,                 1.1105,                0.91006,                0.85986,                0.92859,                0.73296,                0.93514,                0.59016,                 1.1108,                0.00851,                 0.7616,              0.0033715,                 10.675,               0.083984,             0.00034674,             0.00034674,             0.00034674,             0.00034674
                    122,                0.90023,                0.58954,                 1.1028,                0.89186,                0.88836,                0.92947,                0.73845,                0.92302,                0.55841,                 1.1042,                0.00816,                0.75691,              0.0038339,                 10.675,               0.083984,             0.00033573,             0.00033573,             0.00033573,             0.00033573
                    123,                0.91632,                0.59065,                 1.1122,                0.89178,                0.86614,                0.93084,                0.73656,                0.93408,                0.58349,                 1.1079,                0.00845,                0.76092,              0.0036337,                 10.675,               0.083984,             0.00032473,             0.00032473,             0.00032473,             0.00032473
                    124,                0.90084,                 0.5749,                 1.1055,                 0.9137,                0.87332,                0.93487,                 0.7448,                0.92968,                0.57414,                 1.1034,                0.00829,                0.75618,              0.0033561,                 10.675,               0.083984,             0.00031373,             0.00031373,             0.00031373,             0.00031373
                    125,                0.90195,                0.57423,                 1.1058,                 0.8945,                 0.8828,                0.93182,                0.74236,                0.91895,                0.58163,                 1.1019,                0.00895,                0.76181,              0.0036062,                 10.675,               0.083984,             0.00030273,             0.00030273,             0.00030273,             0.00030273
                    126,                0.90559,                0.58389,                 1.1062,                 0.9124,                0.86249,                0.93331,                0.74142,                0.94267,                 0.5748,                  1.117,                0.00797,                0.76075,              0.0038405,                 10.675,               0.083984,             0.00029172,             0.00029172,             0.00029172,             0.00029172
                    127,                0.89371,                0.57382,                 1.1049,                0.90216,                0.87981,                 0.9302,                0.74475,                0.92059,                0.57217,                 1.1035,                0.00802,                0.76085,              0.0036878,                 10.675,               0.083984,             0.00028072,             0.00028072,             0.00028072,             0.00028072
                    128,                0.88969,                0.56863,                 1.0971,                0.89602,                0.88519,                0.93533,                0.74464,                0.91016,                0.55358,                 1.1007,                0.00763,                0.76856,              0.0033484,                 10.675,               0.083984,             0.00026972,             0.00026972,             0.00026972,             0.00026972
                    129,                 0.8963,                 0.5795,                 1.1079,                0.90517,                0.86964,                0.92538,                0.73582,                 0.9157,                0.56071,                 1.1012,                0.00803,                0.76437,              0.0033887,                 10.675,               0.083984,             0.00025872,             0.00025872,             0.00025872,             0.00025872
                    130,                0.88499,                0.56514,                 1.1029,                0.90445,                0.88782,                0.93468,                0.74735,                 0.9179,                0.55006,                 1.1002,                0.00794,                0.76521,              0.0034533,                 10.675,               0.083984,             0.00024772,             0.00024772,             0.00024772,             0.00024772
                    131,                0.89583,                0.58206,                 1.1037,                0.90214,                0.88267,                0.92411,                0.73869,                0.90162,                0.57254,                 1.0944,                0.00843,                0.76639,              0.0033644,                 10.675,               0.083984,             0.00023671,             0.00023671,             0.00023671,             0.00023671
                    132,                0.89649,                0.58144,                 1.1038,                0.88753,                0.88058,                0.92802,                0.74062,                0.92003,                0.56251,                 1.1012,                0.00789,                0.76895,              0.0034675,                 10.675,               0.083984,             0.00022571,             0.00022571,             0.00022571,             0.00022571
                    133,                0.88636,                 0.5774,                 1.0995,                0.91691,                0.88272,                0.92825,                0.74064,                0.92935,                0.57488,                 1.1021,                0.00855,                0.76577,              0.0031185,                 10.675,               0.083984,             0.00021471,             0.00021471,             0.00021471,             0.00021471
                    134,                0.88312,                0.56269,                 1.0971,                0.91116,                0.86719,                0.92953,                 0.7424,                0.90416,                 0.5578,                 1.0932,                0.00795,                 0.7667,              0.0034532,                 10.675,               0.083984,             0.00020371,             0.00020371,             0.00020371,             0.00020371
                    135,                0.88018,                0.55863,                 1.1014,                0.90073,                0.87895,                0.92957,                0.74201,                0.90039,                0.56169,                 1.0928,                 0.0087,                0.75861,              0.0034618,                 10.675,               0.083984,             0.00019271,             0.00019271,             0.00019271,             0.00019271
                    136,                 0.8707,                0.55407,                 1.0886,                0.90221,                0.87869,                0.93162,                0.74422,                0.89965,                0.56207,                 1.0981,                0.00866,                0.76867,              0.0033884,                 10.675,               0.083984,              0.0001817,              0.0001817,              0.0001817,              0.0001817
                    137,                0.87075,                0.55512,                 1.0882,                0.90279,                0.88104,                0.93087,                 0.7479,                0.89823,                0.56263,                  1.097,                0.00812,                0.76467,               0.003318,                 10.675,               0.083984,              0.0001707,              0.0001707,              0.0001707,              0.0001707
                    138,                0.86683,                0.55103,                 1.0931,                0.91952,                0.87702,                0.93449,                0.74774,                0.90448,                0.55148,                 1.0995,                0.00799,                0.76678,              0.0035167,                 10.675,               0.083984,              0.0001597,              0.0001597,              0.0001597,              0.0001597
                    139,                 0.8667,                0.54993,                 1.0871,                0.89405,                0.89247,                0.93243,                0.74353,                0.90566,                0.55624,                 1.0951,                0.00709,                0.77409,              0.0034467,                 10.675,               0.083984,              0.0001487,              0.0001487,              0.0001487,              0.0001487
                    140,                0.86305,                0.54614,                 1.0893,                0.89483,                0.88205,                 0.9357,                0.74961,                0.89994,                0.55049,                  1.092,                0.00723,                0.76751,              0.0031884,                 10.675,               0.083984,             0.00013769,             0.00013769,             0.00013769,             0.00013769
                    141,                0.85692,                0.54189,                 1.0838,                0.91392,                0.87368,                0.93425,                0.74763,                0.89979,                 0.5443,                 1.0943,                0.00706,                 0.7687,              0.0034165,                 10.675,               0.083984,             0.00012669,             0.00012669,             0.00012669,             0.00012669
                    142,                0.85648,                0.54405,                 1.0863,                 0.9144,                0.86616,                0.93502,                0.74825,                0.90038,                0.55202,                 1.0966,                0.00758,                0.77186,              0.0031073,                 10.675,               0.083984,             0.00011569,             0.00011569,             0.00011569,             0.00011569
                    143,                0.86777,                0.54207,                  1.087,                0.89778,                0.89284,                0.93494,                0.74703,                0.89738,                0.56082,                 1.0937,                0.00804,                0.76319,              0.0031224,                 10.675,               0.083984,             0.00010469,             0.00010469,             0.00010469,             0.00010469
                    144,                0.85316,                0.53572,                  1.088,                0.90417,                 0.8832,                  0.936,                0.74999,                0.89811,                0.55683,                 1.0968,                0.00805,                0.76866,              0.0032293,                 10.675,               0.083984,             9.3685e-05,             9.3685e-05,             9.3685e-05,             9.3685e-05
                    145,                0.84388,                0.53663,                 1.0802,                0.91308,                0.87747,                0.93452,                0.74436,                0.89424,                0.54477,                 1.0956,                0.00748,                0.76824,              0.0031607,                 10.675,               0.083984,             8.2683e-05,             8.2683e-05,             8.2683e-05,             8.2683e-05
                    146,                0.83885,                0.53476,                 1.0791,                0.91456,                0.88288,                0.93514,                0.74695,                0.89313,                0.54391,                 1.0941,                0.00692,                0.76966,              0.0031515,                 10.675,               0.083984,             7.1681e-05,             7.1681e-05,             7.1681e-05,             7.1681e-05
                    147,                0.85247,                0.53819,                 1.0836,                0.91055,                0.88556,                0.93513,                 0.7471,                0.89066,                0.55147,                 1.0908,                0.00735,                0.76402,              0.0032171,                 10.675,               0.083984,             6.0679e-05,             6.0679e-05,             6.0679e-05,             6.0679e-05
                    148,                0.84174,                0.53955,                 1.0817,                0.90733,                0.88462,                0.93599,                0.75094,                0.89483,                0.54967,                 1.0933,                0.00756,                0.76508,              0.0035038,                 10.675,               0.083984,             4.9677e-05,             4.9677e-05,             4.9677e-05,             4.9677e-05
                    149,                0.84126,                0.53402,                 1.0776,                0.90356,                0.88663,                0.93514,                0.74875,                0.89255,                0.54804,                 1.0913,                 0.0075,                0.76969,              0.0030953,                 10.675,               0.083984,             3.8674e-05,             3.8674e-05,             3.8674e-05,             3.8674e-05
